adresse,nature,niveau,hauteur_sol_mm,largeur_mm,profondeur_mm,hauteur_libre_mm,volume_m3,distance_quai_m
A1C06B07,pick,1,1371,276,1067,1219,0.3587,23.82
A1C06B08,pick,1,1371,276,1067,1219,0.3587,23.82
A1C06B09,pick,1,1371,276,1067,1219,0.3587,23.82
A1C06B10,pick,1,1371,276,1067,1219,0.3587,23.82
A1C06CG,over,2,2590,1153,1067,1219,1.4992,26.87
A1C06CC,over,2,2590,1153,1067,1219,1.4992,26.87
A1C06CD,over,2,2590,1153,1067,1219,1.4992,26.87
A1C06DG,over,3,3809,1153,1067,1219,1.4992,29.92
A1C06DC,over,3,3809,1153,1067,1219,1.4992,29.92
A1C06DD,over,3,3809,1153,1067,1219,1.4992,29.92
A1C06EG,over,4,5028,1153,1067,1068,1.3135,32.97
A1C06EC,over,4,5028,1153,1067,1068,1.3135,32.97
A1C06ED,over,4,5028,1153,1067,1068,1.3135,32.97
A1C07A01,pick,0,0,1779,1067,1371,2.6024,24.30
A1C07A02,pick,0,0,1779,1067,1371,2.6024,24.30
A1C07B01,pick,1,1371,276,1067,1219,0.3587,27.72
A1C07B02,pick,1,1371,276,1067,1219,0.3587,27.72
A1C07B03,pick,1,1371,276,1067,1219,0.3587,27.72
A1C07B04,pick,1,1371,276,1067,1219,0.3587,27.72
A1C07B05,pick,1,1371,276,1067,1219,0.3587,27.72
A1C07B06,pick,1,1371,276,1067,1219,0.3587,27.72
A1C07B07,pick,1,1371,276,1067,1219,0.3587,27.72
A1C07B08,pick,1,1371,276,1067,1219,0.3587,27.72
A1C07B09,pick,1,1371,276,1067,1219,0.3587,27.72
A1C07B10,pick,1,1371,276,1067,1219,0.3587,27.72
A1C07CG,over,2,2590,1153,1067,1219,1.4992,30.77
A1C07CC,over,2,2590,1153,1067,1219,1.4992,30.77
A1C07CD,over,2,2590,1153,1067,1219,1.4992,30.77
A1C07DG,over,3,3809,1153,1067,1219,1.4992,33.82
A1C07DC,over,3,3809,1153,1067,1219,1.4992,33.82
A1C07DD,over,3,3809,1153,1067,1219,1.4992,33.82
A1C07EG,over,4,5028,1153,1067,1068,1.3135,36.87
A1C07EC,over,4,5028,1153,1067,1068,1.3135,36.87
A1C07ED,over,4,5028,1153,1067,1068,1.3135,36.87
A1D01A01,pick,0,0,1779,1067,1371,2.6024,24.10
A1D01A02,pick,0,0,1779,1067,1371,2.6024,24.10
A1D01B01,pick,1,1371,276,1067,1219,0.3587,27.53
A1D01B02,pick,1,1371,276,1067,1219,0.3587,27.53
A1D01B03,pick,1,1371,276,1067,1219,0.3587,27.53
A1D01B04,pick,1,1371,276,1067,1219,0.3587,27.53
A1D01B05,pick,1,1371,276,1067,1219,0.3587,27.53
A1D01B06,pick,1,1371,276,1067,1219,0.3587,27.53
A1D01B07,pick,1,1371,276,1067,1219,0.3587,27.53
A1D01B08,pick,1,1371,276,1067,1219,0.3587,27.53
A1D01B09,pick,1,1371,276,1067,1219,0.3587,27.53
A1D01B10,pick,1,1371,276,1067,1219,0.3587,27.53
A1D01CG,over,2,2590,1153,1067,1219,1.4992,30.58
A1D01CC,over,2,2590,1153,1067,1219,1.4992,30.58
A1D01CD,over,2,2590,1153,1067,1219,1.4992,30.58
A1D01DG,over,3,3809,1153,1067,1219,1.4992,33.63
A1D01DC,over,3,3809,1153,1067,1219,1.4992,33.63
A1D01DD,over,3,3809,1153,1067,1219,1.4992,33.63
A1D01EG,over,4,5028,1153,1067,1068,1.3135,36.67
A1D01EC,over,4,5028,1153,1067,1068,1.3135,36.67
A1D01ED,over,4,5028,1153,1067,1068,1.3135,36.67
A1D02A01,pick,0,0,1779,1067,1371,2.6024,20.20
A1D02A02,pick,0,0,1779,1067,1371,2.6024,20.20
A1D02B01,pick,1,1371,276,1067,1219,0.3587,23.63
A1D02B02,pick,1,1371,276,1067,1219,0.3587,23.63
A1D02B03,pick,1,1371,276,1067,1219,0.3587,23.63
A1D02B04,pick,1,1371,276,1067,1219,0.3587,23.63
A1D02B05,pick,1,1371,276,1067,1219,0.3587,23.63
A1D02B06,pick,1,1371,276,1067,1219,0.3587,23.63
A1D02B07,pick,1,1371,276,1067,1219,0.3587,23.63
A1D02B08,pick,1,1371,276,1067,1219,0.3587,23.63
A1D02B09,pick,1,1371,276,1067,1219,0.3587,23.63
A1D02B10,pick,1,1371,276,1067,1219,0.3587,23.63
A1D02CG,over,2,2590,1153,1067,1219,1.4992,26.68
A1D02CC,over,2,2590,1153,1067,1219,1.4992,26.68
A1D02CD,over,2,2590,1153,1067,1219,1.4992,26.68
A1D02DG,over,3,3809,1153,1067,1219,1.4992,29.73
A1D02DC,over,3,3809,1153,1067,1219,1.4992,29.73
A1D02DD,over,3,3809,1153,1067,1219,1.4992,29.73
A1D02EG,over,4,5028,1153,1067,1068,1.3135,32.77
A1D02EC,over,4,5028,1153,1067,1068,1.3135,32.77
A1D02ED,over,4,5028,1153,1067,1068,1.3135,32.77
A1D03A01,pick,0,0,1779,1067,1371,2.6024,21.76
A1D03A02,pick,0,0,1779,1067,1371,2.6024,21.76
A1D03B01,pick,1,1371,276,1067,1219,0.3587,25.19
A1D03B02,pick,1,1371,276,1067,1219,0.3587,25.19
A1D03B03,pick,1,1371,276,1067,1219,0.3587,25.19
A1D03B04,pick,1,1371,276,1067,1219,0.3587,25.19
A1D03B05,pick,1,1371,276,1067,1219,0.3587,25.19
A1D03B06,pick,1,1371,276,1067,1219,0.3587,25.19
A1D03B07,pick,1,1371,276,1067,1219,0.3587,25.19
A1D03B08,pick,1,1371,276,1067,1219,0.3587,25.19
A1D03B09,pick,1,1371,276,1067,1219,0.3587,25.19
A1D03B10,pick,1,1371,276,1067,1219,0.3587,25.19
A1D03CG,over,2,2590,1153,1067,1219,1.4992,28.24
A1D03CC,over,2,2590,1153,1067,1219,1.4992,28.24
A1D03CD,over,2,2590,1153,1067,1219,1.4992,28.24
A1D03DG,over,3,3809,1153,1067,1219,1.4992,31.29
A1D03DC,over,3,3809,1153,1067,1219,1.4992,31.29
A1D03DD,over,3,3809,1153,1067,1219,1.4992,31.29
A1D03EG,over,4,5028,1153,1067,1068,1.3135,34.33
A1D03EC,over,4,5028,1153,1067,1068,1.3135,34.33
A1D03ED,over,4,5028,1153,1067,1068,1.3135,34.33
A1D04A01,pick,0,0,1779,1067,1371,2.6024,18.54
A1D04A02,pick,0,0,1779,1067,1371,2.6024,18.54
A1D04B01,pick,1,1371,276,1067,1219,0.3587,21.97
A1D04B02,pick,1,1371,276,1067,1219,0.3587,21.97
A1D04B03,pick,1,1371,276,1067,1219,0.3587,21.97
A1D04B04,pick,1,1371,276,1067,1219,0.3587,21.97
A1D04B05,pick,1,1371,276,1067,1219,0.3587,21.97
A1D04B06,pick,1,1371,276,1067,1219,0.3587,21.97
A1D04B07,pick,1,1371,276,1067,1219,0.3587,21.97
A1D04B08,pick,1,1371,276,1067,1219,0.3587,21.97
A1D04B09,pick,1,1371,276,1067,1219,0.3587,21.97
A1D04B10,pick,1,1371,276,1067,1219,0.3587,21.97
A1D04CG,over,2,2590,1153,1067,1219,1.4992,25.01
A1D04CC,over,2,2590,1153,1067,1219,1.4992,25.01
A1D04CD,over,2,2590,1153,1067,1219,1.4992,25.01
A1D04DG,over,3,3809,1153,1067,1219,1.4992,28.06
A1D04DC,over,3,3809,1153,1067,1219,1.4992,28.06
A1D04DD,over,3,3809,1153,1067,1219,1.4992,28.06
A1D04EG,over,4,5028,1153,1067,1068,1.3135,31.11
A1D04EC,over,4,5028,1153,1067,1068,1.3135,31.11
A1D04ED,over,4,5028,1153,1067,1068,1.3135,31.11
A1D05A01,pick,0,0,1779,1067,1371,2.6024,14.64
A1D05A02,pick,0,0,1779,1067,1371,2.6024,14.64
A1D05B01,pick,1,1371,276,1067,1219,0.3587,18.07
A1D05B02,pick,1,1371,276,1067,1219,0.3587,18.07
A1D05B03,pick,1,1371,276,1067,1219,0.3587,18.07
A1D05B04,pick,1,1371,276,1067,1219,0.3587,18.07
A1D05B05,pick,1,1371,276,1067,1219,0.3587,18.07
A1D05B06,pick,1,1371,276,1067,1219,0.3587,18.07
A1D05B07,pick,1,1371,276,1067,1219,0.3587,18.07
A1D05B08,pick,1,1371,276,1067,1219,0.3587,18.07
A1D05B09,pick,1,1371,276,1067,1219,0.3587,18.07
A1D05B10,pick,1,1371,276,1067,1219,0.3587,18.07
A1D05CG,over,2,2590,1153,1067,1219,1.4992,21.11
A1D05CC,over,2,2590,1153,1067,1219,1.4992,21.11
A1D05CD,over,2,2590,1153,1067,1219,1.4992,21.11
A1D05DG,over,3,3809,1153,1067,1219,1.4992,24.16
A1D05DC,over,3,3809,1153,1067,1219,1.4992,24.16
A1D05DD,over,3,3809,1153,1067,1219,1.4992,24.16
A1D05EG,over,4,5028,1153,1067,1068,1.3135,27.21
A1D05EC,over,4,5028,1153,1067,1068,1.3135,27.21
A1D05ED,over,4,5028,1153,1067,1068,1.3135,27.21
A1D06A01,pick,0,0,1779,1067,1371,2.6024,15.60
A1D06A02,pick,0,0,1779,1067,1371,2.6024,15.60
A1D06B01,pick,1,1371,276,1067,1219,0.3587,19.02
A1D06B02,pick,1,1371,276,1067,1219,0.3587,19.02
A1D06B03,pick,1,1371,276,1067,1219,0.3587,19.02
A1D06B04,pick,1,1371,276,1067,1219,0.3587,19.02
A1D06B05,pick,1,1371,276,1067,1219,0.3587,19.02
A1D06B06,pick,1,1371,276,1067,1219,0.3587,19.02
A1D06B07,pick,1,1371,276,1067,1219,0.3587,19.02
A1D06B08,pick,1,1371,276,1067,1219,0.3587,19.02
A1D06B09,pick,1,1371,276,1067,1219,0.3587,19.02
A1D06B10,pick,1,1371,276,1067,1219,0.3587,19.02
A1D06CG,over,2,2590,1153,1067,1219,1.4992,22.07
A1D06CC,over,2,2590,1153,1067,1219,1.4992,22.07
A1D06CD,over,2,2590,1153,1067,1219,1.4992,22.07
A1D06DG,over,3,3809,1153,1067,1219,1.4992,25.12
A1D06DC,over,3,3809,1153,1067,1219,1.4992,25.12
A1D06DD,over,3,3809,1153,1067,1219,1.4992,25.12
A1D06EG,over,4,5028,1153,1067,1068,1.3135,28.17
A1D06EC,over,4,5028,1153,1067,1068,1.3135,28.17
A1D06ED,over,4,5028,1153,1067,1068,1.3135,28.17
A1D07A01,pick,0,0,1779,1067,1371,2.6024,19.50
A1D07A02,pick,0,0,1779,1067,1371,2.6024,19.50
A1D07B01,pick,1,1371,276,1067,1219,0.3587,22.92
A1D07B02,pick,1,1371,276,1067,1219,0.3587,22.92
A1D07B03,pick,1,1371,276,1067,1219,0.3587,22.92
A1D07B04,pick,1,1371,276,1067,1219,0.3587,22.92
A1D07B05,pick,1,1371,276,1067,1219,0.3587,22.92
A1D07B06,pick,1,1371,276,1067,1219,0.3587,22.92
A1D07B07,pick,1,1371,276,1067,1219,0.3587,22.92
A1D07B08,pick,1,1371,276,1067,1219,0.3587,22.92
A1D07B09,pick,1,1371,276,1067,1219,0.3587,22.92
A1D07B10,pick,1,1371,276,1067,1219,0.3587,22.92
A1D07CG,over,2,2590,1153,1067,1219,1.4992,25.97
A1D07CC,over,2,2590,1153,1067,1219,1.4992,25.97
A1D07CD,over,2,2590,1153,1067,1219,1.4992,25.97
A1D07DG,over,3,3809,1153,1067,1219,1.4992,29.02
A1D07DC,over,3,3809,1153,1067,1219,1.4992,29.02
A1D07DD,over,3,3809,1153,1067,1219,1.4992,29.02
A1D07EG,over,4,5028,1153,1067,1068,1.3135,32.07
A1D07EC,over,4,5028,1153,1067,1068,1.3135,32.07
A1D07ED,over,4,5028,1153,1067,1068,1.3135,32.07
A1E01A01,pick,0,0,1749,1118,1371,2.6808,24.41
A1E01A02,pick,0,0,1749,1118,1371,2.6808,24.41
A1E01B01,pick,1,1371,254,1118,1219,0.3459,27.84
A1E01B02,pick,1,1371,254,1118,1219,0.3459,27.84
A1E01B03,pick,1,1371,254,1118,1219,0.3459,27.84
A1E01B04,pick,1,1371,254,1118,1219,0.3459,27.84
A1E01B05,pick,1,1371,254,1118,1219,0.3459,27.84
A1E01B06,pick,1,1371,254,1118,1219,0.3459,27.84
A1E01B07,pick,1,1371,254,1118,1219,0.3459,27.84
A1E01B08,pick,1,1371,254,1118,1219,0.3459,27.84
A1E01B09,pick,1,1371,254,1118,1219,0.3459,27.84
A1E01B10,pick,1,1371,254,1118,1219,0.3459,27.84
A1E01CG,over,2,2590,1126,1118,1219,1.5346,30.89
A1E01CC,over,2,2590,1126,1118,1219,1.5346,30.89
A1E01CD,over,2,2590,1126,1118,1219,1.5346,30.89
A1E01DG,over,3,3809,1126,1118,1219,1.5346,33.93
A1E01DC,over,3,3809,1126,1118,1219,1.5346,33.93
A1E01DD,over,3,3809,1126,1118,1219,1.5346,33.93
A1E01EG,over,4,5028,1126,1118,1220,1.5358,36.98
A1E01EC,over,4,5028,1126,1118,1220,1.5358,36.98
A1E01ED,over,4,5028,1126,1118,1220,1.5358,36.98
A1E01FG,over,5,6248,1126,1118,1067,1.3432,40.03
A1E01FC,over,5,6248,1126,1118,1067,1.3432,40.03
A1E01FD,over,5,6248,1126,1118,1067,1.3432,40.03
A1E02A01,pick,0,0,1749,1118,1371,2.6808,20.51
A1E02A02,pick,0,0,1749,1118,1371,2.6808,20.51
A1E02B01,pick,1,1371,254,1118,1219,0.3459,23.94
A1E02B02,pick,1,1371,254,1118,1219,0.3459,23.94
A1E02B03,pick,1,1371,254,1118,1219,0.3459,23.94
A1E02B04,pick,1,1371,254,1118,1219,0.3459,23.94
A1E02B05,pick,1,1371,254,1118,1219,0.3459,23.94
A1E02B06,pick,1,1371,254,1118,1219,0.3459,23.94
A1E02B07,pick,1,1371,254,1118,1219,0.3459,23.94
A1E02B08,pick,1,1371,254,1118,1219,0.3459,23.94
A1E02B09,pick,1,1371,254,1118,1219,0.3459,23.94
A1E02B10,pick,1,1371,254,1118,1219,0.3459,23.94
A1E02CG,over,2,2590,1126,1118,1219,1.5346,26.99
A1E02CC,over,2,2590,1126,1118,1219,1.5346,26.99
A1E02CD,over,2,2590,1126,1118,1219,1.5346,26.99
A1E02DG,over,3,3809,1126,1118,1219,1.5346,30.03
A1E02DC,over,3,3809,1126,1118,1219,1.5346,30.03
A1E02DD,over,3,3809,1126,1118,1219,1.5346,30.03
A1E02EG,over,4,5028,1126,1118,1220,1.5358,33.08
A1E02EC,over,4,5028,1126,1118,1220,1.5358,33.08
A1E02ED,over,4,5028,1126,1118,1220,1.5358,33.08
A1E02FG,over,5,6248,1126,1118,1067,1.3432,36.13
A1E02FC,over,5,6248,1126,1118,1067,1.3432,36.13
A1E02FD,over,5,6248,1126,1118,1067,1.3432,36.13
A1E03A01,pick,0,0,1749,1118,1371,2.6808,16.61
A1E03A02,pick,0,0,1749,1118,1371,2.6808,16.61
A1E03B01,pick,1,1371,254,1118,1219,0.3459,20.04
A1E03B02,pick,1,1371,254,1118,1219,0.3459,20.04
A1E03B03,pick,1,1371,254,1118,1219,0.3459,20.04
A1E03B04,pick,1,1371,254,1118,1219,0.3459,20.04
A1E03B05,pick,1,1371,254,1118,1219,0.3459,20.04
A1E03B06,pick,1,1371,254,1118,1219,0.3459,20.04
A1E03B07,pick,1,1371,254,1118,1219,0.3459,20.04
A1E03B08,pick,1,1371,254,1118,1219,0.3459,20.04
A1E03B09,pick,1,1371,254,1118,1219,0.3459,20.04
A1E03B10,pick,1,1371,254,1118,1219,0.3459,20.04
A1E03CG,over,2,2590,1126,1118,1219,1.5346,23.09
A1E03CC,over,2,2590,1126,1118,1219,1.5346,23.09
A1E03CD,over,2,2590,1126,1118,1219,1.5346,23.09
A1E03DG,over,3,3809,1126,1118,1219,1.5346,26.13
A1E03DC,over,3,3809,1126,1118,1219,1.5346,26.13
A1E03DD,over,3,3809,1126,1118,1219,1.5346,26.13
A1E03EG,over,4,5028,1126,1118,1220,1.5358,29.18
A1E03EC,over,4,5028,1126,1118,1220,1.5358,29.18
A1E03ED,over,4,5028,1126,1118,1220,1.5358,29.18
A1E03FG,over,5,6248,1126,1118,1067,1.3432,32.23
A1E03FC,over,5,6248,1126,1118,1067,1.3432,32.23
A1E03FD,over,5,6248,1126,1118,1067,1.3432,32.23
A1E04A01,pick,0,0,1749,1118,1371,2.6808,12.71
A1E04A02,pick,0,0,1749,1118,1371,2.6808,12.71
A1E04B01,pick,1,1371,254,1118,1219,0.3459,16.14
A1E04B02,pick,1,1371,254,1118,1219,0.3459,16.14
A1E04B03,pick,1,1371,254,1118,1219,0.3459,16.14
A1E04B04,pick,1,1371,254,1118,1219,0.3459,16.14
A1E04B05,pick,1,1371,254,1118,1219,0.3459,16.14
A1E04B06,pick,1,1371,254,1118,1219,0.3459,16.14
A1E04B07,pick,1,1371,254,1118,1219,0.3459,16.14
A1E04B08,pick,1,1371,254,1118,1219,0.3459,16.14
A1E04B09,pick,1,1371,254,1118,1219,0.3459,16.14
A1E04B10,pick,1,1371,254,1118,1219,0.3459,16.14
A1E04CG,over,2,2590,1126,1118,1219,1.5346,19.19
A1E04CC,over,2,2590,1126,1118,1219,1.5346,19.19
A1E04CD,over,2,2590,1126,1118,1219,1.5346,19.19
A1E04DG,over,3,3809,1126,1118,1219,1.5346,22.23
A1E04DC,over,3,3809,1126,1118,1219,1.5346,22.23
A1E04DD,over,3,3809,1126,1118,1219,1.5346,22.23
A1E04EG,over,4,5028,1126,1118,1220,1.5358,25.28
A1E04EC,over,4,5028,1126,1118,1220,1.5358,25.28
A1E04ED,over,4,5028,1126,1118,1220,1.5358,25.28
A1E04FG,over,5,6248,1126,1118,1067,1.3432,28.33
A1E04FC,over,5,6248,1126,1118,1067,1.3432,28.33
A1E04FD,over,5,6248,1126,1118,1067,1.3432,28.33
A1E05A01,pick,0,0,1749,1118,1371,2.6808,8.81
A1E05A02,pick,0,0,1749,1118,1371,2.6808,8.81
A1E05B01,pick,1,1371,254,1118,1219,0.3459,12.24
A1E05B02,pick,1,1371,254,1118,1219,0.3459,12.24
A1E05B03,pick,1,1371,254,1118,1219,0.3459,12.24
A1E05B04,pick,1,1371,254,1118,1219,0.3459,12.24
A1E05B05,pick,1,1371,254,1118,1219,0.3459,12.24
A1E05B06,pick,1,1371,254,1118,1219,0.3459,12.24
A1E05B07,pick,1,1371,254,1118,1219,0.3459,12.24
A1E05B08,pick,1,1371,254,1118,1219,0.3459,12.24
A1E05B09,pick,1,1371,254,1118,1219,0.3459,12.24
A1E05B10,pick,1,1371,254,1118,1219,0.3459,12.24
A1E05CG,over,2,2590,1126,1118,1219,1.5346,15.29
A1E05CC,over,2,2590,1126,1118,1219,1.5346,15.29
A1E05CD,over,2,2590,1126,1118,1219,1.5346,15.29
A1E05DG,over,3,3809,1126,1118,1219,1.5346,18.33
A1E05DC,over,3,3809,1126,1118,1219,1.5346,18.33
A1E05DD,over,3,3809,1126,1118,1219,1.5346,18.33
A1E05EG,over,4,5028,1126,1118,1220,1.5358,21.38
A1E05EC,over,4,5028,1126,1118,1220,1.5358,21.38
A1E05ED,over,4,5028,1126,1118,1220,1.5358,21.38
A1E05FG,over,5,6248,1126,1118,1067,1.3432,24.43
A1E05FC,over,5,6248,1126,1118,1067,1.3432,24.43
A1E05FD,over,5,6248,1126,1118,1067,1.3432,24.43
A1E06A01,pick,0,0,1749,1118,1371,2.6808,9.77
A1E06A02,pick,0,0,1749,1118,1371,2.6808,9.77
A1E06B01,pick,1,1371,254,1118,1219,0.3459,13.20
A1E06B02,pick,1,1371,254,1118,1219,0.3459,13.20
A1E06B03,pick,1,1371,254,1118,1219,0.3459,13.20
A1E06B04,pick,1,1371,254,1118,1219,0.3459,13.20
A1E06B05,pick,1,1371,254,1118,1219,0.3459,13.20
A1E06B06,pick,1,1371,254,1118,1219,0.3459,13.20
A1E06B07,pick,1,1371,254,1118,1219,0.3459,13.20
A1E06B08,pick,1,1371,254,1118,1219,0.3459,13.20
A1E06B09,pick,1,1371,254,1118,1219,0.3459,13.20
A1E06B10,pick,1,1371,254,1118,1219,0.3459,13.20
A1E06CG,over,2,2590,1126,1118,1219,1.5346,16.25
A1E06CC,over,2,2590,1126,1118,1219,1.5346,16.25
A1E06CD,over,2,2590,1126,1118,1219,1.5346,16.25
A1E06DG,over,3,3809,1126,1118,1219,1.5346,19.29
A1E06DC,over,3,3809,1126,1118,1219,1.5346,19.29
A1E06DD,over,3,3809,1126,1118,1219,1.5346,19.29
A1E06EG,over,4,5028,1126,1118,1220,1.5358,22.34
A1E06EC,over,4,5028,1126,1118,1220,1.5358,22.34
A1E06ED,over,4,5028,1126,1118,1220,1.5358,22.34
A1E06FG,over,5,6248,1126,1118,1067,1.3432,25.39
A1E06FC,over,5,6248,1126,1118,1067,1.3432,25.39
A1E06FD,over,5,6248,1126,1118,1067,1.3432,25.39
A1E07A01,pick,0,0,1749,1118,1371,2.6808,13.67
A1E07A02,pick,0,0,1749,1118,1371,2.6808,13.67
A1E07B01,pick,1,1371,254,1118,1219,0.3459,17.10
A1E07B02,pick,1,1371,254,1118,1219,0.3459,17.10
A1E07B03,pick,1,1371,254,1118,1219,0.3459,17.10
A1E07B04,pick,1,1371,254,1118,1219,0.3459,17.10
A1E07B05,pick,1,1371,254,1118,1219,0.3459,17.10
A1E07B06,pick,1,1371,254,1118,1219,0.3459,17.10
A1E07B07,pick,1,1371,254,1118,1219,0.3459,17.10
A1E07B08,pick,1,1371,254,1118,1219,0.3459,17.10
A1E07B09,pick,1,1371,254,1118,1219,0.3459,17.10
A1E07B10,pick,1,1371,254,1118,1219,0.3459,17.10
A1E07CG,over,2,2590,1126,1118,1219,1.5346,20.15
A1E07CC,over,2,2590,1126,1118,1219,1.5346,20.15
A1E07CD,over,2,2590,1126,1118,1219,1.5346,20.15
A1E07DG,over,3,3809,1126,1118,1219,1.5346,23.19
A1E07DC,over,3,3809,1126,1118,1219,1.5346,23.19
A1E07DD,over,3,3809,1126,1118,1219,1.5346,23.19
A1E07EG,over,4,5028,1126,1118,1220,1.5358,26.24
A1E07EC,over,4,5028,1126,1118,1220,1.5358,26.24
A1E07ED,over,4,5028,1126,1118,1220,1.5358,26.24
A1E07FG,over,5,6248,1126,1118,1067,1.3432,29.29
A1E07FC,over,5,6248,1126,1118,1067,1.3432,29.29
A1E07FD,over,5,6248,1126,1118,1067,1.3432,29.29
A1F01A01,pick,0,0,1749,1118,1371,2.6808,19.61
A1F01A02,pick,0,0,1749,1118,1371,2.6808,19.61
A1F01B01,pick,1,1371,254,1118,1219,0.3459,23.04
A1F01B02,pick,1,1371,254,1118,1219,0.3459,23.04
A1F01B03,pick,1,1371,254,1118,1219,0.3459,23.04
A1F01B04,pick,1,1371,254,1118,1219,0.3459,23.04
A1F01B05,pick,1,1371,254,1118,1219,0.3459,23.04
A1F01B06,pick,1,1371,254,1118,1219,0.3459,23.04
A1F01B07,pick,1,1371,254,1118,1219,0.3459,23.04
A1F01B08,pick,1,1371,254,1118,1219,0.3459,23.04
A1F01B09,pick,1,1371,254,1118,1219,0.3459,23.04
A1F01B10,pick,1,1371,254,1118,1219,0.3459,23.04
A1F01CG,over,2,2590,1126,1118,1219,1.5346,26.09
A1F01CC,over,2,2590,1126,1118,1219,1.5346,26.09
A1F01CD,over,2,2590,1126,1118,1219,1.5346,26.09
A1F01DG,over,3,3809,1126,1118,1219,1.5346,29.13
A1F01DC,over,3,3809,1126,1118,1219,1.5346,29.13
A1F01DD,over,3,3809,1126,1118,1219,1.5346,29.13
A1F01EG,over,4,5028,1126,1118,1220,1.5358,32.18
A1F01EC,over,4,5028,1126,1118,1220,1.5358,32.18
A1F01ED,over,4,5028,1126,1118,1220,1.5358,32.18
A1F01FG,over,5,6248,1126,1118,1067,1.3432,35.23
A1F01FC,over,5,6248,1126,1118,1067,1.3432,35.23
A1F01FD,over,5,6248,1126,1118,1067,1.3432,35.23
A1F02A01,pick,0,0,1749,1118,1371,2.6808,15.71
A1F02A02,pick,0,0,1749,1118,1371,2.6808,15.71
A1F02B01,pick,1,1371,254,1118,1219,0.3459,19.14
A1F02B02,pick,1,1371,254,1118,1219,0.3459,19.14
A1F02B03,pick,1,1371,254,1118,1219,0.3459,19.14
A1F02B04,pick,1,1371,254,1118,1219,0.3459,19.14
A1F02B05,pick,1,1371,254,1118,1219,0.3459,19.14
A1F02B06,pick,1,1371,254,1118,1219,0.3459,19.14
A1F02B07,pick,1,1371,254,1118,1219,0.3459,19.14
A1F02B08,pick,1,1371,254,1118,1219,0.3459,19.14
A1F02B09,pick,1,1371,254,1118,1219,0.3459,19.14
A1F02B10,pick,1,1371,254,1118,1219,0.3459,19.14
A1F02CG,over,2,2590,1126,1118,1219,1.5346,22.19
A1F02CC,over,2,2590,1126,1118,1219,1.5346,22.19
A1F02CD,over,2,2590,1126,1118,1219,1.5346,22.19
A1F02DG,over,3,3809,1126,1118,1219,1.5346,25.23
A1F02DC,over,3,3809,1126,1118,1219,1.5346,25.23
A1F02DD,over,3,3809,1126,1118,1219,1.5346,25.23
A1F02EG,over,4,5028,1126,1118,1220,1.5358,28.28
A1F02EC,over,4,5028,1126,1118,1220,1.5358,28.28
A1F02ED,over,4,5028,1126,1118,1220,1.5358,28.28
A1F02FG,over,5,6248,1126,1118,1067,1.3432,31.33
A1F02FC,over,5,6248,1126,1118,1067,1.3432,31.33
A1F02FD,over,5,6248,1126,1118,1067,1.3432,31.33
A1F03A01,pick,0,0,1749,1118,1371,2.6808,11.81
A1F03A02,pick,0,0,1749,1118,1371,2.6808,11.81
A1F03B01,pick,1,1371,254,1118,1219,0.3459,15.24
A1F03B02,pick,1,1371,254,1118,1219,0.3459,15.24
A1F03B03,pick,1,1371,254,1118,1219,0.3459,15.24
A1F03B04,pick,1,1371,254,1118,1219,0.3459,15.24
A1F03B05,pick,1,1371,254,1118,1219,0.3459,15.24
A1F03B06,pick,1,1371,254,1118,1219,0.3459,15.24
A1F03B07,pick,1,1371,254,1118,1219,0.3459,15.24
A1F03B08,pick,1,1371,254,1118,1219,0.3459,15.24
A1F03B09,pick,1,1371,254,1118,1219,0.3459,15.24
A1F03B10,pick,1,1371,254,1118,1219,0.3459,15.24
A1F03CG,over,2,2590,1126,1118,1219,1.5346,18.29
A1F03CC,over,2,2590,1126,1118,1219,1.5346,18.29
A1F03CD,over,2,2590,1126,1118,1219,1.5346,18.29
A1F03DG,over,3,3809,1126,1118,1219,1.5346,21.33
A1F03DC,over,3,3809,1126,1118,1219,1.5346,21.33
A1F03DD,over,3,3809,1126,1118,1219,1.5346,21.33
A1F03EG,over,4,5028,1126,1118,1220,1.5358,24.38
A1F03EC,over,4,5028,1126,1118,1220,1.5358,24.38
A1F03ED,over,4,5028,1126,1118,1220,1.5358,24.38
A1F03FG,over,5,6248,1126,1118,1067,1.3432,27.43
A1F03FC,over,5,6248,1126,1118,1067,1.3432,27.43
A1F03FD,over,5,6248,1126,1118,1067,1.3432,27.43
A1F04A01,pick,0,0,1749,1118,1371,2.6808,7.91
A1F04A02,pick,0,0,1749,1118,1371,2.6808,7.91
A1F04B01,pick,1,1371,254,1118,1219,0.3459,11.34
A1F04B02,pick,1,1371,254,1118,1219,0.3459,11.34
A1F04B03,pick,1,1371,254,1118,1219,0.3459,11.34
A1F04B04,pick,1,1371,254,1118,1219,0.3459,11.34
A1F04B05,pick,1,1371,254,1118,1219,0.3459,11.34
A1F04B06,pick,1,1371,254,1118,1219,0.3459,11.34
A1F04B07,pick,1,1371,254,1118,1219,0.3459,11.34
A1F04B08,pick,1,1371,254,1118,1219,0.3459,11.34
A1F04B09,pick,1,1371,254,1118,1219,0.3459,11.34
A1F04B10,pick,1,1371,254,1118,1219,0.3459,11.34
A1F04CG,over,2,2590,1126,1118,1219,1.5346,14.39
A1F04CC,over,2,2590,1126,1118,1219,1.5346,14.39
